payment_id,merchant_id,cause,needs_human,difference_paise,ledger_paise,settlement_paise,captured_ts,refunded_ts,utrs,bank_captured_on,settled_on,remarks
pay_000009018989,M97285147,timing_captured_after_cutoff,False,9921,9921,,2025-09-15 19:17:07,,,,,
pay_000009018990,M26087418,timing_captured_after_cutoff,False,9976,9976,,2025-09-15 22:20:00,,,,,
pay_000009018991,M72642020,timing_captured_after_cutoff,False,49921,49921,,2025-09-15 20:03:07,,,,,
pay_000009018992,M26050621,timing_captured_after_cutoff,False,199952,199952,,2025-09-15 23:08:14,,,,,
pay_000009018993,M16172155,timing_captured_after_cutoff,False,24976,24976,,2025-09-15 22:49:35,,,,,
pay_000009018994,M90740105,timing_captured_after_cutoff,False,1249933,1249933,,2025-09-15 18:39:11,,,,,
pay_000009018995,M58570562,timing_captured_after_cutoff,False,1249981,1249981,,2025-09-15 23:23:18,,,,,
pay_000009018996,M20149284,timing_captured_after_cutoff,False,24951,24951,,2025-09-15 23:55:46,,,,,
pay_000009018997,M75683903,timing_captured_after_cutoff,False,150048,150048,,2025-09-15 19:02:46,,,,,
pay_000009018998,M20514625,timing_captured_after_cutoff,False,24912,24912,,2025-09-15 21:29:23,,,,,
pay_000009018999,M54653648,timing_captured_after_cutoff,False,349931,349931,,2025-09-15 19:07:09,,,,,
pay_000009019000,M39637009,timing_captured_after_cutoff,False,19985,19985,,2025-09-15 21:12:49,,,,,
pay_000009019001,M36672297,timing_captured_after_cutoff,False,19923,19923,,2025-09-15 22:21:59,,,,,
pay_000009019002,M79019281,timing_captured_after_cutoff,False,150042,150042,,2025-09-15 23:36:23,,,,,
pay_000009019003,M41193306,timing_captured_after_cutoff,False,1249941,1249941,,2025-09-15 19:12:31,,,,,
pay_000009019004,M75683903,timing_captured_after_cutoff,False,150036,150036,,2025-09-15 22:17:02,,,,,
pay_000009019005,M41978779,timing_captured_after_cutoff,False,150025,150025,,2025-09-15 21:55:30,,,,,
pay_000009019006,M56234030,timing_captured_after_cutoff,False,150084,150084,,2025-09-15 23:59:36,,,,,
pay_000009019007,M15319619,timing_captured_after_cutoff,False,349942,349942,,2025-09-15 20:53:17,,,,,
pay_000009019008,M30518426,timing_captured_after_cutoff,False,49958,49958,,2025-09-15 21:04:03,,,,,
pay_000009019009,M84980419,timing_captured_after_cutoff,False,199928,199928,,2025-09-15 23:51:20,,,,,
pay_000009019010,M77853702,timing_captured_after_cutoff,False,24917,24917,,2025-09-15 22:29:41,,,,,
pay_000009019011,M64222594,timing_captured_after_cutoff,False,199967,199967,,2025-09-15 22:34:00,,,,,
pay_000009019012,M86128513,timing_captured_after_cutoff,False,599905,599905,,2025-09-15 19:01:48,,,,,
pay_000009019013,M49279774,timing_captured_after_cutoff,False,9993,9993,,2025-09-15 22:59:08,,,,,
pay_000009019014,M35091011,timing_captured_after_cutoff,False,599938,599938,,2025-09-15 22:50:17,,,,,
pay_000009019015,M19532942,timing_captured_after_cutoff,False,24934,24934,,2025-09-15 21:52:24,,,,,
pay_000009019016,M66557825,timing_captured_after_cutoff,False,24966,24966,,2025-09-15 18:52:01,,,,,
pay_000009019017,M68269082,timing_captured_after_cutoff,False,150078,150078,,2025-09-15 20:43:04,,,,,
pay_000009019018,M12909738,timing_captured_after_cutoff,False,49949,49949,,2025-09-15 20:53:49,,,,,
pay_000009019019,M55601366,timing_captured_after_cutoff,False,349954,349954,,2025-09-15 19:58:32,,,,,
pay_000009019020,M36672297,timing_captured_after_cutoff,False,349941,349941,,2025-09-15 21:35:13,,,,,
pay_000009019021,M58350220,timing_captured_after_cutoff,False,24927,24927,,2025-09-15 20:37:23,,,,,
pay_000009019022,M90782036,timing_captured_after_cutoff,False,9993,9993,,2025-09-15 18:19:53,,,,,
pay_000009019023,M63224010,timing_captured_after_cutoff,False,1249984,1249984,,2025-09-15 23:30:28,,,,,
pay_000009019024,M93619349,timing_captured_after_cutoff,False,150064,150064,,2025-09-15 20:12:48,,,,,
pay_000009019025,M19532942,timing_captured_after_cutoff,False,349923,349923,,2025-09-15 19:41:29,,,,,
pay_000009019026,M40844779,timing_captured_after_cutoff,False,99963,99963,,2025-09-15 18:48:24,,,,,
pay_000009019027,M15319619,timing_captured_after_cutoff,False,1249949,1249949,,2025-09-15 18:04:51,,,,,
pay_000009019028,M85695936,timing_captured_after_cutoff,False,199947,199947,,2025-09-15 22:22:29,,,,,
pay_000009019029,M12210990,timing_captured_after_cutoff,False,599975,599975,,2025-09-15 23:41:21,,,,,
pay_000009019030,M34340583,timing_captured_after_cutoff,False,24980,24980,,2025-09-15 19:25:09,,,,,
pay_000009019031,M18284434,timing_captured_after_cutoff,False,24900,24900,,2025-09-15 20:52:51,,,,,
pay_000009019032,M14460455,timing_captured_after_cutoff,False,99972,99972,,2025-09-15 22:33:06,,,,,
pay_000009019033,M18268712,timing_captured_after_cutoff,False,49906,49906,,2025-09-15 21:54:02,,,,,
pay_000009019034,M89265581,timing_captured_after_cutoff,False,99904,99904,,2025-09-15 20:11:47,,,,,
pay_000009019035,M47299138,timing_captured_after_cutoff,False,24949,24949,,2025-09-15 21:52:24,,,,,
pay_000009019036,M52421201,timing_captured_after_cutoff,False,19970,19970,,2025-09-15 20:44:11,,,,,
pay_000009019037,M72939559,timing_captured_after_cutoff,False,599972,599972,,2025-09-15 21:26:31,,,,,
pay_000009019038,M60343451,timing_captured_after_cutoff,False,1249902,1249902,,2025-09-15 19:17:00,,,,,
pay_000009019039,M66520117,timing_captured_after_cutoff,False,1249928,1249928,,2025-09-15 21:53:00,,,,,
pay_000009019040,M44884581,timing_captured_after_cutoff,False,19919,19919,,2025-09-15 19:20:29,,,,,
pay_000009019041,M43750781,timing_captured_after_cutoff,False,199927,199927,,2025-09-15 19:08:45,,,,,
pay_000009019042,M44343181,timing_captured_after_cutoff,False,9955,9955,,2025-09-15 19:31:04,,,,,
pay_000009019043,M74361119,timing_captured_after_cutoff,False,199906,199906,,2025-09-15 23:24:38,,,,,
pay_000009019044,M33463453,timing_captured_after_cutoff,False,1249998,1249998,,2025-09-15 21:42:44,,,,,
pay_000009019045,M66585753,timing_captured_after_cutoff,False,1249992,1249992,,2025-09-15 22:07:59,,,,,
pay_000009019046,M57068126,timing_captured_after_cutoff,False,599931,599931,,2025-09-15 23:27:39,,,,,
pay_000009019047,M64222594,timing_captured_after_cutoff,False,599992,599992,,2025-09-15 19:26:14,,,,,
pay_000009019048,M58602600,timing_captured_after_cutoff,False,19964,19964,,2025-09-15 23:05:31,,,,,
pay_000009019049,M61540594,timing_captured_after_cutoff,False,9926,9926,,2025-09-15 23:17:40,,,,,
pay_000009019050,M14214838,timing_captured_after_cutoff,False,150032,150032,,2025-09-15 18:54:59,,,,,
pay_000009019051,M16465801,timing_captured_after_cutoff,False,1249958,1249958,,2025-09-15 19:49:28,,,,,
pay_000009019052,M49279774,timing_captured_after_cutoff,False,199900,199900,,2025-09-15 21:07:16,,,,,
pay_000009019053,M49496509,timing_captured_after_cutoff,False,99962,99962,,2025-09-15 22:34:55,,,,,
pay_000009019054,M55228477,timing_captured_after_cutoff,False,349947,349947,,2025-09-15 23:50:57,,,,,
pay_000009019055,M95262453,timing_captured_after_cutoff,False,24977,24977,,2025-09-15 22:14:24,,,,,
pay_000009019056,M71091942,timing_captured_after_cutoff,False,599912,599912,,2025-09-15 20:25:38,,,,,
pay_000009019057,M26118514,timing_captured_after_cutoff,False,19921,19921,,2025-09-15 19:49:03,,,,,
pay_000009019058,M20149284,timing_captured_after_cutoff,False,599925,599925,,2025-09-15 21:21:16,,,,,
pay_000009019059,M96168313,timing_captured_after_cutoff,False,99996,99996,,2025-09-15 18:01:08,,,,,
pay_000009019060,M96048437,timing_captured_after_cutoff,False,150086,150086,,2025-09-15 23:28:06,,,,,
pay_000009019061,M12658103,timing_captured_after_cutoff,False,149997,149997,,2025-09-15 22:53:28,,,,,
pay_000009019062,M49344397,timing_captured_after_cutoff,False,19919,19919,,2025-09-15 22:55:01,,,,,
pay_000009019063,M74500119,timing_captured_after_cutoff,False,99963,99963,,2025-09-15 20:09:53,,,,,
pay_000009019064,M72680054,timing_captured_after_cutoff,False,19997,19997,,2025-09-15 22:52:22,,,,,
pay_000009019065,M77086075,timing_captured_after_cutoff,False,1249990,1249990,,2025-09-15 21:20:25,,,,,
pay_000009019066,M40749958,timing_captured_after_cutoff,False,199966,199966,,2025-09-15 20:37:07,,,,,
pay_000009019067,M64902019,timing_captured_after_cutoff,False,24968,24968,,2025-09-15 21:58:53,,,,,
pay_000009019068,M12635293,timing_captured_after_cutoff,False,49967,49967,,2025-09-15 23:41:11,,,,,
pay_000009019069,M95262453,timing_captured_after_cutoff,False,9966,9966,,2025-09-15 19:55:55,,,,,
pay_000009019070,M85602508,timing_captured_after_cutoff,False,1249956,1249956,,2025-09-15 19:15:43,,,,,
pay_000009019071,M60634697,timing_captured_after_cutoff,False,49963,49963,,2025-09-15 20:58:26,,,,,
pay_000009019072,M47392676,timing_captured_after_cutoff,False,49929,49929,,2025-09-15 21:08:54,,,,,
pay_000009019073,M53341910,timing_captured_after_cutoff,False,9932,9932,,2025-09-15 18:17:14,,,,,
pay_000009019074,M79877744,timing_captured_after_cutoff,False,599988,599988,,2025-09-15 22:56:41,,,,,
pay_000009019075,M66518730,timing_captured_after_cutoff,False,150055,150055,,2025-09-15 23:31:36,,,,,
pay_000009019076,M30903465,timing_captured_after_cutoff,False,599950,599950,,2025-09-15 23:19:18,,,,,
pay_000009019077,M47071542,timing_captured_after_cutoff,False,24954,24954,,2025-09-15 21:10:39,,,,,
pay_000009019078,M68989250,timing_captured_after_cutoff,False,24990,24990,,2025-09-15 21:25:19,,,,,
pay_000009019079,M20149284,timing_captured_after_cutoff,False,99982,99982,,2025-09-15 18:13:50,,,,,
pay_000009019080,M90554074,timing_captured_after_cutoff,False,19964,19964,,2025-09-15 21:13:43,,,,,
pay_000009019081,M87841374,timing_captured_after_cutoff,False,19918,19918,,2025-09-15 18:17:16,,,,,
pay_000009019082,M49186036,timing_captured_after_cutoff,False,9964,9964,,2025-09-15 22:33:29,,,,,
pay_000009019083,M37689941,timing_captured_after_cutoff,False,24946,24946,,2025-09-15 20:08:31,,,,,
pay_000009019084,M20702981,timing_captured_after_cutoff,False,150061,150061,,2025-09-15 18:16:09,,,,,
pay_000009019085,M30644274,timing_captured_after_cutoff,False,19996,19996,,2025-09-15 21:30:03,,,,,
pay_000009019086,M52140923,timing_captured_after_cutoff,False,9951,9951,,2025-09-15 23:46:57,,,,,
pay_000009019087,M60820053,timing_captured_after_cutoff,False,599917,599917,,2025-09-15 18:07:46,,,,,
pay_000009019088,M61853757,timing_captured_after_cutoff,False,199927,199927,,2025-09-15 20:54:13,,,,,
pay_000009019089,M80826716,timing_captured_after_cutoff,False,199991,199991,,2025-09-15 21:26:38,,,,,
pay_000009019090,M33446807,timing_captured_after_cutoff,False,599955,599955,,2025-09-15 20:04:35,,,,,
pay_000009019091,M53181122,timing_captured_after_cutoff,False,199977,199977,,2025-09-15 18:40:43,,,,,
pay_000009019092,M52421201,timing_captured_after_cutoff,False,150045,150045,,2025-09-15 22:35:14,,,,,
pay_000009019093,M40749958,timing_captured_after_cutoff,False,599962,599962,,2025-09-15 20:46:03,,,,,
pay_000009019094,M91135937,timing_captured_after_cutoff,False,599975,599975,,2025-09-15 23:52:40,,,,,
pay_000009019095,M44884581,timing_captured_after_cutoff,False,99927,99927,,2025-09-15 19:51:12,,,,,
pay_000009019096,M24936480,timing_captured_after_cutoff,False,19904,19904,,2025-09-15 19:25:52,,,,,
pay_000009019097,M13741012,timing_captured_after_cutoff,False,9945,9945,,2025-09-15 23:05:02,,,,,
pay_000009019098,M56234030,timing_captured_after_cutoff,False,24923,24923,,2025-09-15 23:22:44,,,,,
pay_000009019099,M45458756,timing_captured_after_cutoff,False,150087,150087,,2025-09-15 20:12:24,,,,,
pay_000009019100,M68779434,timing_captured_after_cutoff,False,49953,49953,,2025-09-15 22:37:21,,,,,
pay_000009019101,M87841374,timing_captured_after_cutoff,False,24912,24912,,2025-09-15 21:03:08,,,,,
pay_000009019102,M16073075,timing_captured_after_cutoff,False,199957,199957,,2025-09-15 20:39:31,,,,,
pay_000009019103,M29806633,timing_captured_after_cutoff,False,49940,49940,,2025-09-15 22:24:59,,,,,
pay_000009019104,M98721314,timing_captured_after_cutoff,False,1249912,1249912,,2025-09-15 20:26:29,,,,,
pay_000009019105,M31183408,timing_captured_after_cutoff,False,24902,24902,,2025-09-15 22:47:21,,,,,
pay_000009019106,M75391713,timing_captured_after_cutoff,False,49914,49914,,2025-09-15 18:46:51,,,,,
pay_000009019107,M51666375,timing_captured_after_cutoff,False,1249963,1249963,,2025-09-15 19:47:34,,,,,
pay_000009019108,M58765262,timing_captured_after_cutoff,False,24992,24992,,2025-09-15 21:39:17,,,,,
pay_000009019109,M83420677,timing_captured_after_cutoff,False,1249959,1249959,,2025-09-15 22:24:11,,,,,
pay_000009019110,M85602508,timing_captured_after_cutoff,False,9974,9974,,2025-09-15 22:17:36,,,,,
pay_000009019111,M10979494,timing_captured_after_cutoff,False,1249926,1249926,,2025-09-15 21:24:37,,,,,
pay_000009019112,M97115569,timing_captured_after_cutoff,False,199950,199950,,2025-09-15 23:51:35,,,,,
pay_000009019113,M75219533,timing_captured_after_cutoff,False,24939,24939,,2025-09-15 23:30:22,,,,,
pay_000009019114,M72569289,timing_captured_after_cutoff,False,99971,99971,,2025-09-15 22:50:46,,,,,
pay_000009019115,M95138410,timing_captured_after_cutoff,False,150020,150020,,2025-09-15 21:38:59,,,,,
pay_000009019116,M58570562,timing_captured_after_cutoff,False,150085,150085,,2025-09-15 23:18:43,,,,,
pay_000009019117,M19611772,timing_captured_after_cutoff,False,49956,49956,,2025-09-15 23:03:22,,,,,
pay_000009019118,M30410607,timing_captured_after_cutoff,False,9964,9964,,2025-09-15 20:49:45,,,,,
pay_000009019119,M74361119,timing_captured_after_cutoff,False,99947,99947,,2025-09-15 23:33:26,,,,,
pay_000009019120,M51666375,timing_captured_after_cutoff,False,150008,150008,,2025-09-15 21:39:41,,,,,
pay_000009019121,M60222563,timing_captured_after_cutoff,False,19923,19923,,2025-09-15 22:22:36,,,,,
pay_000009019122,M49186036,timing_captured_after_cutoff,False,9990,9990,,2025-09-15 18:38:16,,,,,
pay_000009019123,M96168313,timing_captured_after_cutoff,False,9916,9916,,2025-09-15 21:39:19,,,,,
pay_000009019124,M61853757,timing_captured_after_cutoff,False,9950,9950,,2025-09-15 22:03:17,,,,,
pay_000009019125,M66632544,timing_captured_after_cutoff,False,24931,24931,,2025-09-15 21:28:25,,,,,
pay_000009019126,M66339257,timing_captured_after_cutoff,False,349982,349982,,2025-09-15 23:35:13,,,,,
pay_000009019127,M58498736,timing_captured_after_cutoff,False,9923,9923,,2025-09-15 19:41:32,,,,,
pay_000009019128,M64222594,timing_captured_after_cutoff,False,24944,24944,,2025-09-15 18:04:55,,,,,
pay_000009019129,M75404338,timing_captured_after_cutoff,False,49989,49989,,2025-09-15 21:35:59,,,,,
pay_000009019130,M79019281,timing_captured_after_cutoff,False,599983,599983,,2025-09-15 22:57:01,,,,,
pay_000009019131,M42015979,timing_captured_after_cutoff,False,150018,150018,,2025-09-15 23:04:18,,,,,
pay_000009019132,M83109042,timing_captured_after_cutoff,False,99963,99963,,2025-09-15 23:35:31,,,,,
pay_000009019133,M56234030,timing_captured_after_cutoff,False,599930,599930,,2025-09-15 18:01:39,,,,,
pay_000009019134,M47549642,timing_captured_after_cutoff,False,349914,349914,,2025-09-15 20:37:41,,,,,
pay_000009019135,M25593655,timing_captured_after_cutoff,False,9982,9982,,2025-09-15 20:11:13,,,,,
pay_000009019136,M73661612,timing_captured_after_cutoff,False,599978,599978,,2025-09-15 22:16:35,,,,,
pay_000009019137,M44509947,timing_captured_after_cutoff,False,349989,349989,,2025-09-15 23:12:37,,,,,
pay_000009019138,M41919033,timing_captured_after_cutoff,False,349938,349938,,2025-09-15 18:50:15,,,,,
pay_000009019139,M37689941,timing_captured_after_cutoff,False,19902,19902,,2025-09-15 22:22:54,,,,,
pay_000009019140,M20078985,timing_captured_after_cutoff,False,599969,599969,,2025-09-15 18:49:42,,,,,
pay_000009019141,M26065962,timing_captured_after_cutoff,False,349907,349907,,2025-09-15 19:33:59,,,,,
pay_000009019142,M29636122,timing_captured_after_cutoff,False,49992,49992,,2025-09-15 20:47:00,,,,,
pay_000009019143,M58498736,timing_captured_after_cutoff,False,150009,150009,,2025-09-15 18:33:53,,,,,
pay_000009019144,M49344397,timing_captured_after_cutoff,False,9920,9920,,2025-09-15 23:08:00,,,,,
pay_000009019145,M19258852,timing_captured_after_cutoff,False,199970,199970,,2025-09-15 18:55:29,,,,,
pay_000009019146,M45044006,timing_captured_after_cutoff,False,24937,24937,,2025-09-15 21:21:41,,,,,
pay_000009019147,M75219533,timing_captured_after_cutoff,False,99924,99924,,2025-09-15 21:28:18,,,,,
pay_000009019148,M79019281,timing_captured_after_cutoff,False,9907,9907,,2025-09-15 23:49:07,,,,,
pay_000009019149,M87248824,timing_captured_after_cutoff,False,199954,199954,,2025-09-15 23:58:57,,,,,
pay_000009019150,M60634697,timing_captured_after_cutoff,False,349905,349905,,2025-09-15 22:21:57,,,,,
pay_000009019151,M98793572,timing_captured_after_cutoff,False,599903,599903,,2025-09-15 22:56:55,,,,,
pay_000009019152,M36093158,timing_captured_after_cutoff,False,99910,99910,,2025-09-15 22:07:43,,,,,
pay_000009019153,M90782036,timing_captured_after_cutoff,False,24925,24925,,2025-09-15 19:29:44,,,,,
pay_000009019154,M12909738,timing_captured_after_cutoff,False,599995,599995,,2025-09-15 23:31:53,,,,,
pay_000009019155,M28112708,timing_captured_after_cutoff,False,150021,150021,,2025-09-15 21:48:22,,,,,
pay_000009019156,M44098401,timing_captured_after_cutoff,False,199983,199983,,2025-09-15 21:01:16,,,,,
pay_000009019157,M77853702,timing_captured_after_cutoff,False,9977,9977,,2025-09-15 21:20:17,,,,,
pay_000009019158,M32854706,timing_captured_after_cutoff,False,19903,19903,,2025-09-15 21:53:55,,,,,
pay_000009019159,M24936480,timing_captured_after_cutoff,False,199999,199999,,2025-09-15 19:01:29,,,,,
pay_000009019160,M50559107,timing_captured_after_cutoff,False,19968,19968,,2025-09-15 19:46:26,,,,,
pay_000009019161,M53181122,timing_captured_after_cutoff,False,99983,99983,,2025-09-15 21:46:44,,,,,
pay_000009019162,M21676693,timing_captured_after_cutoff,False,1249977,1249977,,2025-09-15 19:10:06,,,,,
pay_000009019163,M95548492,timing_captured_after_cutoff,False,49989,49989,,2025-09-15 19:34:23,,,,,
pay_000009019164,M19418093,timing_captured_after_cutoff,False,19995,19995,,2025-09-15 18:24:39,,,,,
pay_000009019165,M58765262,timing_captured_after_cutoff,False,1249922,1249922,,2025-09-15 21:47:17,,,,,
pay_000009019166,M92568984,timing_captured_after_cutoff,False,150038,150038,,2025-09-15 19:23:37,,,,,
pay_000009019167,M72642020,timing_captured_after_cutoff,False,149999,149999,,2025-09-15 22:27:18,,,,,
pay_000009019168,M52511408,timing_captured_after_cutoff,False,24980,24980,,2025-09-15 18:37:28,,,,,
pay_000009019169,M19258852,timing_captured_after_cutoff,False,199907,199907,,2025-09-15 20:00:45,,,,,
pay_000009019170,M58765262,timing_captured_after_cutoff,False,49906,49906,,2025-09-15 23:30:33,,,,,
pay_000009019171,M66271986,timing_captured_after_cutoff,False,599962,599962,,2025-09-15 18:43:58,,,,,
pay_000009019172,M16465801,timing_captured_after_cutoff,False,1249937,1249937,,2025-09-15 19:21:20,,,,,
pay_000009019173,M83433129,timing_captured_after_cutoff,False,9944,9944,,2025-09-15 21:51:35,,,,,
pay_000009019174,M26050621,timing_captured_after_cutoff,False,349932,349932,,2025-09-15 20:57:30,,,,,
pay_000009019175,M65383467,timing_captured_after_cutoff,False,199949,199949,,2025-09-15 19:52:29,,,,,
pay_000009019176,M87150816,timing_captured_after_cutoff,False,349961,349961,,2025-09-15 23:15:24,,,,,
pay_000009019177,M58765262,timing_captured_after_cutoff,False,24917,24917,,2025-09-15 22:55:19,,,,,
pay_000009019178,M13785608,timing_captured_after_cutoff,False,599968,599968,,2025-09-15 20:17:10,,,,,
pay_000009019179,M64669408,timing_captured_after_cutoff,False,49986,49986,,2025-09-15 22:18:53,,,,,
pay_000009019180,M18593947,timing_captured_after_cutoff,False,19944,19944,,2025-09-15 23:03:40,,,,,
pay_000009019181,M58570562,timing_captured_after_cutoff,False,9948,9948,,2025-09-15 21:22:05,,,,,
pay_000009019182,M56234030,timing_captured_after_cutoff,False,24974,24974,,2025-09-15 20:47:51,,,,,
pay_000009019183,M91974410,timing_captured_after_cutoff,False,599949,599949,,2025-09-15 23:27:19,,,,,
pay_000009019184,M21539434,timing_captured_after_cutoff,False,199921,199921,,2025-09-15 21:28:37,,,,,
pay_000009019185,M36902587,timing_captured_after_cutoff,False,150030,150030,,2025-09-15 21:43:44,,,,,
pay_000009019186,M17376114,timing_captured_after_cutoff,False,1249933,1249933,,2025-09-15 19:32:16,,,,,
pay_000009019187,M18434450,timing_captured_after_cutoff,False,199984,199984,,2025-09-15 23:47:12,,,,,
pay_000009019188,M21804718,timing_captured_after_cutoff,False,24939,24939,,2025-09-15 21:16:09,,,,,
pay_000009019189,M14431382,timing_captured_after_cutoff,False,349997,349997,,2025-09-15 20:30:53,,,,,
pay_000009019190,M15761217,timing_captured_after_cutoff,False,150038,150038,,2025-09-15 20:44:43,,,,,
pay_000009019191,M26050621,timing_captured_after_cutoff,False,49931,49931,,2025-09-15 22:08:10,,,,,
pay_000009019192,M83633800,timing_captured_after_cutoff,False,199979,199979,,2025-09-15 22:37:56,,,,,
pay_000009019193,M15740429,timing_captured_after_cutoff,False,150002,150002,,2025-09-15 23:08:21,,,,,
pay_000009019194,M62759474,timing_captured_after_cutoff,False,9902,9902,,2025-09-15 19:42:03,,,,,
pay_000009019195,M23521588,timing_captured_after_cutoff,False,150028,150028,,2025-09-15 18:22:40,,,,,
pay_000009019196,M49098767,timing_captured_after_cutoff,False,24976,24976,,2025-09-15 19:18:31,,,,,
pay_000009019197,M23926979,timing_captured_after_cutoff,False,99903,99903,,2025-09-15 19:10:43,,,,,
pay_000009019198,M19418093,timing_captured_after_cutoff,False,99911,99911,,2025-09-15 19:45:59,,,,,
pay_000009019199,M10588136,timing_captured_after_cutoff,False,99976,99976,,2025-09-15 20:47:39,,,,,
pay_000009019200,M27792377,timing_captured_after_cutoff,False,99912,99912,,2025-09-15 21:34:20,,,,,
pay_000009019201,M41919033,timing_prior_day_capture,False,-99907,,99907,,,UTR5017999,2025-09-14,2025-09-15,
pay_000009019202,M59450351,timing_prior_day_capture,False,-9965,,9965,,,UTR5018000,2025-09-14,2025-09-15,
pay_000009019203,M19258852,timing_prior_day_capture,False,-49937,,49937,,,UTR5018001,2025-09-14,2025-09-15,
pay_000009019204,M65473271,timing_prior_day_capture,False,-49968,,49968,,,UTR5018002,2025-09-14,2025-09-15,
pay_000009019205,M84288565,timing_prior_day_capture,False,-199907,,199907,,,UTR5018003,2025-09-14,2025-09-15,
pay_000009019206,M27814328,timing_prior_day_capture,False,-19925,,19925,,,UTR5018004,2025-09-14,2025-09-15,
pay_000009019207,M18694053,timing_prior_day_capture,False,-599913,,599913,,,UTR5018005,2025-09-14,2025-09-15,
pay_000009019208,M10167692,timing_prior_day_capture,False,-49943,,49943,,,UTR5018006,2025-09-14,2025-09-15,
pay_000009019209,M12796830,timing_prior_day_capture,False,-9940,,9940,,,UTR5018007,2025-09-14,2025-09-15,
pay_000009019210,M15319619,timing_prior_day_capture,False,-150077,,150077,,,UTR5018008,2025-09-14,2025-09-15,
pay_000009019211,M95262453,timing_prior_day_capture,False,-349944,,349944,,,UTR5018009,2025-09-14,2025-09-15,
pay_000009019212,M14690350,timing_prior_day_capture,False,-349976,,349976,,,UTR5018010,2025-09-14,2025-09-15,
pay_000009019213,M16073075,timing_prior_day_capture,False,-149997,,149997,,,UTR5018011,2025-09-14,2025-09-15,
pay_000009019214,M42015979,timing_prior_day_capture,False,-99932,,99932,,,UTR5018012,2025-09-14,2025-09-15,
pay_000009019215,M86669048,timing_prior_day_capture,False,-150079,,150079,,,UTR5018013,2025-09-14,2025-09-15,
pay_000009019216,M38650464,timing_prior_day_capture,False,-599947,,599947,,,UTR5018014,2025-09-14,2025-09-15,
pay_000009019217,M66585753,timing_prior_day_capture,False,-19977,,19977,,,UTR5018015,2025-09-14,2025-09-15,
pay_000009019218,M42427010,timing_prior_day_capture,False,-24932,,24932,,,UTR5018016,2025-09-14,2025-09-15,
pay_000009019219,M12796830,timing_prior_day_capture,False,-9969,,9969,,,UTR5018017,2025-09-14,2025-09-15,
pay_000009019220,M29579605,timing_prior_day_capture,False,-19941,,19941,,,UTR5018018,2025-09-14,2025-09-15,
pay_000009019221,M71091942,timing_prior_day_capture,False,-9971,,9971,,,UTR5018019,2025-09-14,2025-09-15,
pay_000009019222,M90812655,timing_prior_day_capture,False,-19951,,19951,,,UTR5018020,2025-09-14,2025-09-15,
pay_000009019223,M92109215,timing_prior_day_capture,False,-1249963,,1249963,,,UTR5018021,2025-09-14,2025-09-15,
pay_000009019224,M18091245,timing_prior_day_capture,False,-49914,,49914,,,UTR5018022,2025-09-14,2025-09-15,
pay_000009019225,M65502006,timing_prior_day_capture,False,-19991,,19991,,,UTR5018023,2025-09-14,2025-09-15,
pay_000009019226,M65003880,timing_prior_day_capture,False,-24969,,24969,,,UTR5018024,2025-09-14,2025-09-15,
pay_000009019227,M43113375,timing_prior_day_capture,False,-150059,,150059,,,UTR5018025,2025-09-14,2025-09-15,
pay_000009019228,M28995152,timing_prior_day_capture,False,-599967,,599967,,,UTR5018026,2025-09-14,2025-09-15,
pay_000009019229,M47392676,timing_prior_day_capture,False,-150040,,150040,,,UTR5018027,2025-09-14,2025-09-15,
pay_000009019230,M46127770,timing_prior_day_capture,False,-199982,,199982,,,UTR5018028,2025-09-14,2025-09-15,
pay_000009019231,M40749958,timing_prior_day_capture,False,-19914,,19914,,,UTR5018029,2025-09-14,2025-09-15,
pay_000009019232,M34005993,timing_prior_day_capture,False,-99958,,99958,,,UTR5018030,2025-09-14,2025-09-15,
pay_000009019233,M32854706,timing_prior_day_capture,False,-9908,,9908,,,UTR5018031,2025-09-14,2025-09-15,
pay_000009019234,M84959366,timing_prior_day_capture,False,-49968,,49968,,,UTR5018032,2025-09-14,2025-09-15,
pay_000009019235,M65502006,timing_prior_day_capture,False,-19929,,19929,,,UTR5018033,2025-09-14,2025-09-15,
pay_000009019236,M27569871,timing_prior_day_capture,False,-49940,,49940,,,UTR5018034,2025-09-14,2025-09-15,
pay_000009019237,M85602508,timing_prior_day_capture,False,-1249901,,1249901,,,UTR5018035,2025-09-14,2025-09-15,
pay_000009019238,M64669408,timing_prior_day_capture,False,-19977,,19977,,,UTR5018036,2025-09-14,2025-09-15,
pay_000009019239,M79374858,timing_prior_day_capture,False,-1249936,,1249936,,,UTR5018037,2025-09-14,2025-09-15,
pay_000009019240,M63224010,timing_prior_day_capture,False,-24914,,24914,,,UTR5018038,2025-09-14,2025-09-15,
pay_000009019241,M14460455,timing_prior_day_capture,False,-99911,,99911,,,UTR5018039,2025-09-14,2025-09-15,
pay_000009019242,M44929059,timing_prior_day_capture,False,-599975,,599975,,,UTR5018040,2025-09-14,2025-09-15,
pay_000009019243,M81492094,timing_prior_day_capture,False,-24980,,24980,,,UTR5018041,2025-09-14,2025-09-15,
pay_000009019244,M53392764,timing_prior_day_capture,False,-19925,,19925,,,UTR5018042,2025-09-14,2025-09-15,
pay_000009019245,M32854706,timing_prior_day_capture,False,-24901,,24901,,,UTR5018043,2025-09-14,2025-09-15,
